"text","urgency","authority","fear","impersonation","cleaned_text"
"CEO Office: Immediate legal action required to avoid consequences.","1","1","1","0","CEO Office: Immediate legal action required to avoid consequences."
"Court of Law: Immediate account suspension required to avoid consequences.","1","1","1","1","Court of Law: Immediate account suspension required to avoid consequences."
"Microsoft Security Team: Immediate account suspension required to avoid consequences.","1","1","1","1","Microsoft Security Team: Immediate account suspension required to avoid consequences."
"Microsoft Security Team: Immediate payment required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate payment required to avoid consequences."
"Income Tax Department: Immediate wire transfer required to avoid consequences.","1","1","0","1","Income Tax Department: Immediate wire transfer required to avoid consequences."
"Microsoft Security Team: Immediate verify immediately required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate verify immediately required to avoid consequences."
"RBI: Immediate wire transfer required to avoid consequences.","1","1","0","1","RBI: Immediate wire transfer required to avoid consequences."
"Google Security: Immediate wire transfer required to avoid consequences.","1","1","0","1","Google Security: Immediate wire transfer required to avoid consequences."
"Income Tax Department: Immediate wire transfer required to avoid consequences.","1","1","0","1","Income Tax Department: Immediate wire transfer required to avoid consequences."
"Google Security: Immediate account suspension required to avoid consequences.","1","1","1","1","Google Security: Immediate account suspension required to avoid consequences."
"CEO Office: Immediate payment required to avoid consequences.","1","1","0","1","CEO Office: Immediate payment required to avoid consequences."
"Microsoft Security Team: Immediate legal action required to avoid consequences.","1","1","1","0","Microsoft Security Team: Immediate legal action required to avoid consequences."
"Police Department: Immediate payment required to avoid consequences.","1","1","0","1","Police Department: Immediate payment required to avoid consequences."
"Bank of India: Immediate account suspension required to avoid consequences.","1","1","1","1","Bank of India: Immediate account suspension required to avoid consequences."
"CEO Office: Immediate verify immediately required to avoid consequences.","1","1","0","1","CEO Office: Immediate verify immediately required to avoid consequences."
"Court of Law: Immediate payment required to avoid consequences.","1","1","0","1","Court of Law: Immediate payment required to avoid consequences."
"Cyber Crime Cell: Immediate payment required to avoid consequences.","1","1","0","1","Cyber Crime Cell: Immediate payment required to avoid consequences."
"Police Department: Immediate payment required to avoid consequences.","1","1","0","1","Police Department: Immediate payment required to avoid consequences."
"RBI: Immediate payment required to avoid consequences.","1","1","0","1","RBI: Immediate payment required to avoid consequences."
"Court of Law: Immediate wire transfer required to avoid consequences.","1","1","0","1","Court of Law: Immediate wire transfer required to avoid consequences."
"Court of Law: Immediate account suspension required to avoid consequences.","1","1","1","1","Court of Law: Immediate account suspension required to avoid consequences."
"Google Security: Immediate payment required to avoid consequences.","1","1","0","1","Google Security: Immediate payment required to avoid consequences."
"HR Department: Immediate verify immediately required to avoid consequences.","1","1","0","1","HR Department: Immediate verify immediately required to avoid consequences."
"Microsoft Security Team: Immediate payment required to avoid consequences.","1","1","0","1","Microsoft Security Team: Immediate payment required to avoid consequences."
"RBI: Immediate payment required to avoid consequences.","1","1","0","1","RBI: Immediate payment required to avoid consequences."
"Court of Law: Immediate account suspension required to avoid consequences.","1","1","1","1","Court of Law: Immediate account suspension required to avoid consequences."
"Police Department: Immediate payment required to avoid consequences.","1","1","0","1","Police Department: Immediate payment required to avoid consequences."
"Google Security: Immediate payment required to avoid consequences.","1","1","0","1","Google Security: Immediate payment required to avoid consequences."
"RBI: Immediate account suspension required to avoid consequences.","1","1","1","1","RBI: Immediate account suspension required to avoid consequences."
"RBI: Immediate wire transfer required to avoid consequences.","1","1","0","1","RBI: Immediate wire transfer required to avoid consequences."
"HR Department: Immediate account suspension required to avoid consequences.","1","1","1","1","HR Department: Immediate account suspension required to avoid consequences."
"Bank of India: Immediate account suspension required to avoid consequences.","1","1","1","1","Bank of India: Immediate account suspension required to avoid consequences."
"RBI: Immediate account suspension required to avoid consequences.","1","1","1","1","RBI: Immediate account suspension required to avoid consequences."
"Bank of India: Immediate wire transfer required to avoid consequences.","1","1","0","1","Bank of India: Immediate wire transfer required to avoid consequences."
"Google Security: Immediate wire transfer required to avoid consequences.","1","1","0","1","Google Security: Immediate wire transfer required to avoid consequences."
"Police Department: Immediate legal action required to avoid consequences.","1","1","1","0","Police Department: Immediate legal action required to avoid consequences."
"Microsoft Security Team: Immediate account suspension required to avoid consequences.","1","1","1","1","Microsoft Security Team: Immediate account suspension required to avoid consequences."
"Police Department: Immediate payment required to avoid consequences.","1","1","0","1","Police Department: Immediate payment required to avoid consequences."
"HR Department: Immediate verify immediately required to avoid consequences.","1","1","0","1","HR Department: Immediate verify immediately required to avoid consequences."
